step,t_years,mean,std
929,0.929,1750.95,508.606
930,0.93,1751.31,508.991
931,0.931,1751.7,509.378
932,0.932,1752.08,509.773
933,0.933,1752.45,510.174
934,0.934,1752.83,510.577
935,0.935,1753.2,510.969
936,0.936,1753.58,511.366
937,0.937,1753.96,511.764
938,0.938,1754.35,512.166
939,0.939,1754.73,512.572
940,0.94,1755.1,512.971
941,0.941,1755.47,513.35
942,0.942,1755.85,513.752
943,0.943,1756.24,514.158
944,0.944,1756.62,514.554
945,0.945,1756.99,514.928
946,0.946,1757.37,515.317
947,0.947,1757.74,515.717
948,0.948,1758.12,516.113
949,0.949,1758.5,516.497
950,0.95,1758.87,516.879
951,0.951,1759.25,517.267
952,0.952,1759.63,517.664
953,0.953,1760,518.064
954,0.954,1760.38,518.451
955,0.955,1760.76,518.837
956,0.956,1761.14,519.225
957,0.957,1761.51,519.631
958,0.958,1761.9,520.034
959,0.959,1762.27,520.422
960,0.96,1762.65,520.807
961,0.961,1763.03,521.207
962,0.962,1763.41,521.607
963,0.963,1763.79,521.998
964,0.964,1764.17,522.395
965,0.965,1764.55,522.786
966,0.966,1764.92,523.182
967,0.967,1765.3,523.573
968,0.968,1765.68,523.963
969,0.969,1766.06,524.344
970,0.97,1766.44,524.748
971,0.971,1766.81,525.139
972,0.972,1767.19,525.536
973,0.973,1767.57,525.925
974,0.974,1767.96,526.32
975,0.975,1768.33,526.712
976,0.976,1768.71,527.114
977,0.977,1769.08,527.506
978,0.978,1769.47,527.913
979,0.979,1769.85,528.31
980,0.98,1770.23,528.709
981,0.981,1770.61,529.112
982,0.982,1770.99,529.511
983,0.983,1771.37,529.913
984,0.984,1771.76,530.316
985,0.985,1772.13,530.709
986,0.986,1772.51,531.109
987,0.987,1772.88,531.496
988,0.988,1773.26,531.899
989,0.989,1773.64,532.278
990,0.99,1774.02,532.674
991,0.991,1774.39,533.065
992,0.992,1774.78,533.464
993,0.993,1775.16,533.867
994,0.994,1775.54,534.25
995,0.995,1775.92,534.643
996,0.996,1776.3,535.036
997,0.997,1776.67,535.43
998,0.998,1777.05,535.827
999,0.999,1777.42,536.214
1000,1,1777.81,536.623
